product_id,subcategory_id,brand,material,vendor_name,min_order_qty,max_order_qty,launch_date,rating,occasion,style,season,gender,product_name,product_desc,created_at,updated_at
87,1,Allen Solly,Linen,"Waters, Mckenzie and Rodriguez",1,3,2025-06-11 23:22:31+05:30,0,Festival,Formal,Winter,Women,Women Formal Shirt - Linen | 'Winter',This Linen Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-11 23:22:31+05:30,2025-06-11 23:22:31+05:30
88,1,H&M,Linen,"Colon, Higgins and Jones",1,3,2025-05-22 07:24:43+05:30,0,Festival,Formal,Winter,Men,Men Formal Shirt - Linen | 'Winter',This Linen Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-05-22 07:24:43+05:30,2025-05-22 07:24:43+05:30
89,1,Zara,Cotton,Peterson PLC,1,3,2025-06-03 00:36:34+05:30,0,DailyWear,Formal,Summer,Unisex,Unisex Formal Shirt - Cotton | 'Summer',This Cotton Shirt is perfect for Summer days. Designed with a Formal fit and it complements any Unisex's wardrobe.,2025-06-03 00:36:34+05:30,2025-06-03 00:36:34+05:30
90,1,Zara,Linen,"Booker, Graves and Wilson",1,3,2025-05-23 14:55:42+05:30,0,Office,Formal,Summer,Men,Men Formal Shirt - Linen | 'Summer',This Linen Shirt is perfect for Summer days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-05-23 14:55:42+05:30,2025-05-23 14:55:42+05:30
91,1,Allen Solly,Linen,"Morris, Reid and Suarez",1,3,2025-06-01 22:29:08+05:30,0,Office,Casual,Winter,Men,Men Casual Shirt - Linen | 'Winter',This Linen Shirt is perfect for Winter days. Designed with a Casual fit and it complements any Men's wardrobe.,2025-06-01 22:29:08+05:30,2025-06-01 22:29:08+05:30
92,1,Allen Solly,Oxford,"Ellison, Perry and Terry",1,3,2025-05-22 15:49:01+05:30,0,Travel,Formal,Summer,Women,Women Formal Shirt - Oxford | 'Summer',This Oxford Shirt is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-22 15:49:01+05:30,2025-05-22 15:49:01+05:30
93,1,Zara,Oxford,"Garcia, Simmons and Barajas",1,3,2025-06-05 05:34:55+05:30,0,DailyWear,Formal,Winter,Women,Women Formal Shirt - Oxford | 'Winter',This Oxford Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-05 05:34:55+05:30,2025-06-05 05:34:55+05:30
94,1,Zara,Poplin,Peterson PLC,1,3,2025-06-01 16:44:54+05:30,0,Festival,Formal,Winter,Men,Men Formal Shirt - Poplin | 'Winter',This Poplin Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-06-01 16:44:54+05:30,2025-06-01 16:44:54+05:30
95,1,H&M,Linen,Eaton-Martin,1,3,2025-05-24 16:05:32+05:30,0,Office,Formal,Winter,Unisex,Unisex Formal Shirt - Linen | 'Winter',This Linen Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Unisex's wardrobe.,2025-05-24 16:05:32+05:30,2025-05-24 16:05:32+05:30
96,1,Allen Solly,Cotton,Peterson PLC,1,3,2025-06-22 02:29:04+05:30,0,Travel,Formal,Winter,Unisex,Unisex Formal Shirt - Cotton | 'Winter',This Cotton Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Unisex's wardrobe.,2025-06-22 02:29:04+05:30,2025-06-22 02:29:04+05:30
97,1,H&M,Cotton,"Waters, Mckenzie and Rodriguez",1,3,2025-06-14 11:50:53+05:30,0,Travel,Formal,Winter,Unisex,Unisex Formal Shirt - Cotton | 'Winter',This Cotton Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Unisex's wardrobe.,2025-06-14 11:50:53+05:30,2025-06-14 11:50:53+05:30
98,1,Van Heusen,Denim,"Booker, Graves and Wilson",1,3,2025-06-02 06:59:14+05:30,0,Festival,Formal,Summer,Women,Women Formal Shirt - Denim | 'Summer',This Denim Shirt is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-02 06:59:14+05:30,2025-06-02 06:59:14+05:30
99,1,Allen Solly,Linen,"Ellison, Perry and Terry",1,3,2025-06-16 14:42:21+05:30,0,Office,Formal,Summer,Men,Men Formal Shirt - Linen | 'Summer',This Linen Shirt is perfect for Summer days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-06-16 14:42:21+05:30,2025-06-16 14:42:21+05:30
100,1,Arrow,Oxford,"Colon, Higgins and Jones",1,3,2025-06-22 22:42:14+05:30,0,Office,Formal,Winter,Unisex,Unisex Formal Shirt - Oxford | 'Winter',This Oxford Shirt is perfect for Winter days. Designed with a Formal fit and it complements any Unisex's wardrobe.,2025-06-22 22:42:14+05:30,2025-06-22 22:42:14+05:30
101,2,Adidas,Bamboo,"Gilbert, Kaiser and Riley",1,3,2025-06-21 18:39:31+05:30,0,Festival,Formal,Summer,Men,Men Formal T-shirt - Bamboo | 'Summer',This Bamboo T-shirt is perfect for Summer days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-06-21 18:39:31+05:30,2025-06-21 18:39:31+05:30
102,2,Adidas,Bamboo,Peterson PLC,1,3,2025-06-12 17:07:39+05:30,0,Travel,Casual,Summer,Unisex,Unisex Casual T-shirt - Bamboo | 'Summer',This Bamboo T-shirt is perfect for Summer days. Designed with a Casual fit and it complements any Unisex's wardrobe.,2025-06-12 17:07:39+05:30,2025-06-12 17:07:39+05:30
103,2,Uniqlo,Cotton,"Gilbert, Kaiser and Riley",1,3,2025-05-23 10:07:09+05:30,0,DailyWear,Formal,Summer,Men,Men Formal T-shirt - Cotton | 'Summer',This Cotton T-shirt is perfect for Summer days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-05-23 10:07:09+05:30,2025-05-23 10:07:09+05:30
104,2,Uniqlo,Polyester,"Garcia, Simmons and Barajas",1,3,2025-06-22 14:07:27+05:30,0,Festival,Casual,Winter,Women,Women Casual T-shirt - Polyester | 'Winter',This Polyester T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-22 14:07:27+05:30,2025-06-22 14:07:27+05:30
105,2,Uniqlo,Bamboo,"Colon, Higgins and Jones",1,3,2025-05-30 23:50:24+05:30,0,Office,Formal,Winter,Women,Women Formal T-shirt - Bamboo | 'Winter',This Bamboo T-shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-30 23:50:24+05:30,2025-05-30 23:50:24+05:30
106,2,Puma,Bamboo,"Booker, Graves and Wilson",1,3,2025-06-10 09:27:45+05:30,0,Office,Casual,Winter,Women,Women Casual T-shirt - Bamboo | 'Winter',This Bamboo T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-10 09:27:45+05:30,2025-06-10 09:27:45+05:30
107,2,Uniqlo,Jersey,Peterson PLC,1,3,2025-05-27 01:06:43+05:30,0,Festival,Casual,Summer,Men,Men Casual T-shirt - Jersey | 'Summer',This Jersey T-shirt is perfect for Summer days. Designed with a Casual fit and it complements any Men's wardrobe.,2025-05-27 01:06:43+05:30,2025-05-27 01:06:43+05:30
108,2,Puma,Jersey,"Morris, Reid and Suarez",1,3,2025-05-31 11:13:12+05:30,0,Festival,Formal,Summer,Men,Men Formal T-shirt - Jersey | 'Summer',This Jersey T-shirt is perfect for Summer days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-05-31 11:13:12+05:30,2025-05-31 11:13:12+05:30
109,2,Puma,Jersey,"Ellison, Perry and Terry",1,3,2025-05-22 11:54:12+05:30,0,DailyWear,Formal,Winter,Men,Men Formal T-shirt - Jersey | 'Winter',This Jersey T-shirt is perfect for Winter days. Designed with a Formal fit and it complements any Men's wardrobe.,2025-05-22 11:54:12+05:30,2025-05-22 11:54:12+05:30
110,2,H&M,Lycra,Eaton-Martin,1,3,2025-06-04 23:53:27+05:30,0,Travel,Casual,Summer,Women,Women Casual T-shirt - Lycra | 'Summer',This Lycra T-shirt is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-04 23:53:27+05:30,2025-06-04 23:53:27+05:30
111,2,Puma,Polyester,"Garcia, Simmons and Barajas",1,3,2025-06-19 03:41:19+05:30,0,Festival,Formal,Winter,Women,Women Formal T-shirt - Polyester | 'Winter',This Polyester T-shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-19 03:41:19+05:30,2025-06-19 03:41:19+05:30
112,2,Uniqlo,Lycra,"Morris, Reid and Suarez",1,3,2025-06-14 08:27:53+05:30,0,Festival,Formal,Winter,Women,Women Formal T-shirt - Lycra | 'Winter',This Lycra T-shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-14 08:27:53+05:30,2025-06-14 08:27:53+05:30
113,2,Puma,Cotton,"Morris, Reid and Suarez",1,3,2025-05-24 16:22:25+05:30,0,DailyWear,Formal,Winter,Women,Women Formal T-shirt - Cotton | 'Winter',This Cotton T-shirt is perfect for Winter days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-24 16:22:25+05:30,2025-05-24 16:22:25+05:30
114,2,Puma,Lycra,"Morris, Reid and Suarez",1,3,2025-05-23 11:15:45+05:30,0,Travel,Casual,Winter,Men,Men Casual T-shirt - Lycra | 'Winter',This Lycra T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Men's wardrobe.,2025-05-23 11:15:45+05:30,2025-05-23 11:15:45+05:30
115,2,Puma,Cotton,"Colon, Higgins and Jones",1,3,2025-05-26 18:15:46+05:30,0,DailyWear,Casual,Winter,Women,Women Casual T-shirt - Cotton | 'Winter',This Cotton T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-26 18:15:46+05:30,2025-05-26 18:15:46+05:30
116,2,Nike,Lycra,"Booker, Graves and Wilson",1,3,2025-06-18 09:06:38+05:30,0,DailyWear,Casual,Winter,Unisex,Unisex Casual T-shirt - Lycra | 'Winter',This Lycra T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Unisex's wardrobe.,2025-06-18 09:06:38+05:30,2025-06-18 09:06:38+05:30
117,2,H&M,Bamboo,Eaton-Martin,1,3,2025-06-19 21:33:59+05:30,0,DailyWear,Formal,Summer,Women,Women Formal T-shirt - Bamboo | 'Summer',This Bamboo T-shirt is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-19 21:33:59+05:30,2025-06-19 21:33:59+05:30
118,2,H&M,Polyester,"Garcia, Simmons and Barajas",1,3,2025-06-17 14:06:23+05:30,0,DailyWear,Casual,Summer,Women,Women Casual T-shirt - Polyester | 'Summer',This Polyester T-shirt is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-17 14:06:23+05:30,2025-06-17 14:06:23+05:30
119,2,Puma,Cotton,"Ellison, Perry and Terry",1,3,2025-05-28 14:43:06+05:30,0,Office,Casual,Winter,Unisex,Unisex Casual T-shirt - Cotton | 'Winter',This Cotton T-shirt is perfect for Winter days. Designed with a Casual fit and it complements any Unisex's wardrobe.,2025-05-28 14:43:06+05:30,2025-05-28 14:43:06+05:30
120,2,Uniqlo,Lycra,"Ellison, Perry and Terry",1,3,2025-05-25 20:43:58+05:30,0,Festival,Casual,Summer,Women,Women Casual T-shirt - Lycra | 'Summer',This Lycra T-shirt is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-25 20:43:58+05:30,2025-05-25 20:43:58+05:30
121,3,Zara,Chiffon,"Waters, Mckenzie and Rodriguez",1,3,2025-06-14 03:23:19+05:30,0,Festival,Casual,Summer,Women,Women Casual Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-14 03:23:19+05:30,2025-06-14 03:23:19+05:30
122,3,Shein,Rayon,"Garcia, Simmons and Barajas",1,3,2025-06-18 21:54:46+05:30,0,Travel,Formal,Summer,Women,Women Formal Crop-top - Rayon | 'Summer',This Rayon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-18 21:54:46+05:30,2025-06-18 21:54:46+05:30
123,3,Zara,Cotton,"Morris, Reid and Suarez",1,3,2025-05-26 01:46:19+05:30,0,Travel,Casual,Summer,Women,Women Casual Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-26 01:46:19+05:30,2025-05-26 01:46:19+05:30
124,3,ASOS,Chiffon,"Gilbert, Kaiser and Riley",1,3,2025-06-06 04:49:24+05:30,0,Festival,Formal,Summer,Women,Women Formal Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-06 04:49:24+05:30,2025-06-06 04:49:24+05:30
125,3,H&M,Modal,Peterson PLC,1,3,2025-05-28 23:38:38+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Crop-top - Modal | 'Summer',This Modal Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-28 23:38:38+05:30,2025-05-28 23:38:38+05:30
126,3,H&M,Lace,"Gilbert, Kaiser and Riley",1,3,2025-06-12 04:46:29+05:30,0,Festival,Formal,Summer,Women,Women Formal Crop-top - Lace | 'Summer',This Lace Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-12 04:46:29+05:30,2025-06-12 04:46:29+05:30
127,3,ASOS,Chiffon,"Garcia, Simmons and Barajas",1,3,2025-06-12 14:32:23+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-12 14:32:23+05:30,2025-06-12 14:32:23+05:30
128,3,ASOS,Chiffon,"Jarvis, Green and Henderson",1,3,2025-06-13 19:49:50+05:30,0,Office,Casual,Summer,Women,Women Casual Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-13 19:49:50+05:30,2025-06-13 19:49:50+05:30
129,3,Shein,Cotton,"Jarvis, Green and Henderson",1,3,2025-05-25 22:05:55+05:30,0,Travel,Formal,Summer,Women,Women Formal Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-25 22:05:55+05:30,2025-05-25 22:05:55+05:30
130,3,Forever 21,Modal,"Waters, Mckenzie and Rodriguez",1,3,2025-06-02 22:27:09+05:30,0,Office,Formal,Summer,Women,Women Formal Crop-top - Modal | 'Summer',This Modal Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-02 22:27:09+05:30,2025-06-02 22:27:09+05:30
131,3,Shein,Modal,"Jarvis, Green and Henderson",1,3,2025-06-03 15:57:20+05:30,0,Festival,Formal,Summer,Women,Women Formal Crop-top - Modal | 'Summer',This Modal Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-03 15:57:20+05:30,2025-06-03 15:57:20+05:30
132,3,Shein,Cotton,"Jarvis, Green and Henderson",1,3,2025-06-09 00:58:57+05:30,0,Travel,Casual,Summer,Women,Women Casual Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-09 00:58:57+05:30,2025-06-09 00:58:57+05:30
133,3,H&M,Rayon,Eaton-Martin,1,3,2025-06-01 17:12:20+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Crop-top - Rayon | 'Summer',This Rayon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-01 17:12:20+05:30,2025-06-01 17:12:20+05:30
134,3,ASOS,Rayon,"Waters, Mckenzie and Rodriguez",1,3,2025-06-21 08:09:12+05:30,0,Travel,Casual,Summer,Women,Women Casual Crop-top - Rayon | 'Summer',This Rayon Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-21 08:09:12+05:30,2025-06-21 08:09:12+05:30
135,3,ASOS,Cotton,"Waters, Mckenzie and Rodriguez",1,3,2025-05-31 11:07:42+05:30,0,Office,Casual,Summer,Women,Women Casual Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-31 11:07:42+05:30,2025-05-31 11:07:42+05:30
136,3,Forever 21,Cotton,"Booker, Graves and Wilson",1,3,2025-06-11 07:38:03+05:30,0,Festival,Casual,Summer,Women,Women Casual Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-11 07:38:03+05:30,2025-06-11 07:38:03+05:30
137,3,ASOS,Chiffon,Peterson PLC,1,3,2025-06-11 01:43:28+05:30,0,Festival,Formal,Summer,Women,Women Formal Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-11 01:43:28+05:30,2025-06-11 01:43:28+05:30
138,3,Zara,Chiffon,Peterson PLC,1,3,2025-05-25 04:30:22+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-25 04:30:22+05:30,2025-05-25 04:30:22+05:30
139,3,ASOS,Cotton,"Colon, Higgins and Jones",1,3,2025-05-31 19:07:04+05:30,0,Office,Formal,Summer,Women,Women Formal Crop-top - Cotton | 'Summer',This Cotton Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-31 19:07:04+05:30,2025-05-31 19:07:04+05:30
140,3,Shein,Chiffon,"Jarvis, Green and Henderson",1,3,2025-05-22 11:32:25+05:30,0,Travel,Formal,Summer,Women,Women Formal Crop-top - Chiffon | 'Summer',This Chiffon Crop-top is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-22 11:32:25+05:30,2025-05-22 11:32:25+05:30
141,4,Biba,Cotton,"Waters, Mckenzie and Rodriguez",1,3,2025-05-28 11:49:03+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Kurti - Cotton | 'Summer',This Cotton Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-05-28 11:49:03+05:30,2025-05-28 11:49:03+05:30
142,4,Biba,Georgette,"Gilbert, Kaiser and Riley",1,3,2025-06-06 08:17:16+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-06 08:17:16+05:30,2025-06-06 08:17:16+05:30
143,4,Aurelia,Chanderi,"Jarvis, Green and Henderson",1,3,2025-06-12 14:17:31+05:30,0,Travel,Casual,Summer,Women,Women Casual Kurti - Chanderi | 'Summer',This Chanderi Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-12 14:17:31+05:30,2025-06-12 14:17:31+05:30
144,4,FabIndia,Georgette,"Waters, Mckenzie and Rodriguez",1,3,2025-06-22 13:46:34+05:30,0,Office,Formal,Summer,Women,Women Formal Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-22 13:46:34+05:30,2025-06-22 13:46:34+05:30
145,4,Biba,Georgette,"Waters, Mckenzie and Rodriguez",1,3,2025-06-14 18:32:02+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-14 18:32:02+05:30,2025-06-14 18:32:02+05:30
146,4,W,Rayon,"Booker, Graves and Wilson",1,3,2025-06-21 13:18:00+05:30,0,Travel,Formal,Summer,Women,Women Formal Kurti - Rayon | 'Summer',This Rayon Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-21 13:18:00+05:30,2025-06-21 13:18:00+05:30
147,4,W,Silk,"Colon, Higgins and Jones",1,3,2025-06-09 10:48:13+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Kurti - Silk | 'Summer',This Silk Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-09 10:48:13+05:30,2025-06-09 10:48:13+05:30
148,4,Biba,Georgette,"Jarvis, Green and Henderson",1,3,2025-06-06 23:04:48+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-06 23:04:48+05:30,2025-06-06 23:04:48+05:30
149,4,Aurelia,Cotton,"Morris, Reid and Suarez",1,3,2025-06-11 10:34:03+05:30,0,Office,Formal,Summer,Women,Women Formal Kurti - Cotton | 'Summer',This Cotton Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-11 10:34:03+05:30,2025-06-11 10:34:03+05:30
150,4,Aurelia,Rayon,"Garcia, Simmons and Barajas",1,3,2025-05-22 10:43:35+05:30,0,Festival,Casual,Summer,Women,Women Casual Kurti - Rayon | 'Summer',This Rayon Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-22 10:43:35+05:30,2025-05-22 10:43:35+05:30
151,4,W,Cotton,"Ellison, Perry and Terry",1,3,2025-05-25 23:05:06+05:30,0,Festival,Casual,Summer,Women,Women Casual Kurti - Cotton | 'Summer',This Cotton Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-25 23:05:06+05:30,2025-05-25 23:05:06+05:30
152,4,W,Silk,"Ellison, Perry and Terry",1,3,2025-05-31 22:11:36+05:30,0,Travel,Casual,Summer,Women,Women Casual Kurti - Silk | 'Summer',This Silk Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-05-31 22:11:36+05:30,2025-05-31 22:11:36+05:30
153,4,Global Desi,Rayon,"Garcia, Simmons and Barajas",1,3,2025-06-11 12:11:33+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Kurti - Rayon | 'Summer',This Rayon Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-11 12:11:33+05:30,2025-06-11 12:11:33+05:30
154,4,Aurelia,Georgette,"Morris, Reid and Suarez",1,3,2025-06-11 15:21:29+05:30,0,Festival,Casual,Summer,Women,Women Casual Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-11 15:21:29+05:30,2025-06-11 15:21:29+05:30
155,4,FabIndia,Chanderi,"Colon, Higgins and Jones",1,3,2025-06-07 19:11:43+05:30,0,Office,Formal,Summer,Women,Women Formal Kurti - Chanderi | 'Summer',This Chanderi Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-07 19:11:43+05:30,2025-06-07 19:11:43+05:30
156,4,Biba,Rayon,"Jarvis, Green and Henderson",1,3,2025-06-13 14:41:40+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Kurti - Rayon | 'Summer',This Rayon Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-13 14:41:40+05:30,2025-06-13 14:41:40+05:30
157,4,FabIndia,Chanderi,Eaton-Martin,1,3,2025-06-06 05:48:58+05:30,0,DailyWear,Casual,Summer,Women,Women Casual Kurti - Chanderi | 'Summer',This Chanderi Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-06 05:48:58+05:30,2025-06-06 05:48:58+05:30
158,4,Global Desi,Georgette,Eaton-Martin,1,3,2025-06-17 01:14:32+05:30,0,DailyWear,Formal,Summer,Women,Women Formal Kurti - Georgette | 'Summer',This Georgette Kurti is perfect for Summer days. Designed with a Formal fit and it complements any Women's wardrobe.,2025-06-17 01:14:32+05:30,2025-06-17 01:14:32+05:30
159,4,W,Rayon,Peterson PLC,1,3,2025-06-11 09:55:57+05:30,0,Office,Casual,Summer,Women,Women Casual Kurti - Rayon | 'Summer',This Rayon Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-11 09:55:57+05:30,2025-06-11 09:55:57+05:30
160,4,Biba,Cotton,"Jarvis, Green and Henderson",1,3,2025-06-16 11:48:24+05:30,0,Festival,Casual,Summer,Women,Women Casual Kurti - Cotton | 'Summer',This Cotton Kurti is perfect for Summer days. Designed with a Casual fit and it complements any Women's wardrobe.,2025-06-16 11:48:24+05:30,2025-06-16 11:48:24+05:30
161,5,Levi's,Cotton,"Morris, Reid and Suarez",1,3,2025-05-28 14:12:57+05:30,0,Festival,Casual,Winter,Unisex,Unisex Casual Pant - Cotton | 'Winter',"A stylish Pant made from Cotton, ideal for Winter fashion. Tailored for Unisex who prefer Casual looks.",2025-05-28 14:12:57+05:30,2025-05-28 14:12:57+05:30
162,5,Zara,Corduroy,"Morris, Reid and Suarez",1,3,2025-05-24 03:44:47+05:30,0,DailyWear,Formal,Summer,Men,Men Formal Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Men who prefer Formal looks.",2025-05-24 03:44:47+05:30,2025-05-24 03:44:47+05:30
163,5,Marks & Spencer,Twill,"Ellison, Perry and Terry",1,3,2025-06-21 12:48:44+05:30,0,Office,Formal,Winter,Unisex,Unisex Formal Pant - Twill | 'Winter',"A stylish Pant made from Twill, ideal for Winter fashion. Tailored for Unisex who prefer Formal looks.",2025-06-21 12:48:44+05:30,2025-06-21 12:48:44+05:30
164,5,Zara,Corduroy,"Booker, Graves and Wilson",1,3,2025-06-16 02:16:16+05:30,0,Office,Formal,Summer,Women,Women Formal Pant - Corduroy | 'Summer',"A stylish Pant made from Corduroy, ideal for Summer fashion. Tailored for Women who prefer Formal looks.",2025-06-16 02:16:16+05:30,2025-06-16 02:16:16+05:30
165,5,Marks & Spencer,Polyester,"Jarvis, Green and Henderson",1,3,2025-06-04 13:06:27+05:30,0,Festival,Formal,Winter,Men,Men Formal Pant - Polyester | 'Winter',"A stylish Pant made from Polyester, ideal for Winter fashion. Tailored for Men who prefer Formal looks.",2025-06-04 13:06:27+05:30,2025-06-04 13:06:27+05:30
166,5,Zara,Cotton,"Garcia, Simmons and Barajas",1,3,2025-05-30 16:31:05+05:30,0,DailyWear,Formal,Winter,Unisex,Unisex Formal Pant - Cotton | 'Winter',"A stylish Pant made from Cotton, ideal for Winter fashion. Tailored for Unisex who prefer Formal looks.",2025-05-30 16:31:05+05:30,2025-05-30 16:31:05+05:30
167,5,Marks & Spencer,Wool,Eaton-Martin,1,3,2025-06-11 23:29:55+05:30,0,Office,Formal,Summer,Unisex,Unisex Formal Pant - Wool | 'Summer',"A stylish Pant made from Wool, ideal for Summer fashion. Tailored for Unisex who prefer Formal looks.",2025-06-11 23:29:55+05:30,2025-06-11 23:29:55+05:30
168,5,Van Heusen,Polyester,"Colon, Higgins and Jones",1,3,2025-06-07 23:03:15+05:30,0,Festival,Formal,Winter,Women,Women Formal Pant - Polyester | 'Winter',"A stylish Pant made from Polyester, ideal for Winter fashion. Tailored for Women who prefer Formal looks.",2025-06-07 23:03:15+05:30,2025-06-07 23:03:15+05:30
169,5,Marks & Spencer,Wool,Peterson PLC,1,3,2025-05-28 04:11:04+05:30,0,Festival,Casual,Summer,Men,Men Casual Pant - Wool | 'Summer',"A stylish Pant made from Wool, ideal for Summer fashion. Tailored for Men who prefer Casual looks.",2025-05-28 04:11:04+05:30,2025-05-28 04:11:04+05:30
